sex,_len,_wfl_l,_wfl_m,_wfl_s
1,75.07,-0.352100015,9.5174104,0.082964002
1,75.08,-0.352100015,9.519440517,0.082966002
1,75.09,-0.352100015,9.521470635,0.082968001
1,75.1,-0.352100015,9.523500752,0.082970001
1,75.11,-0.352100015,9.525530774,0.082971001
1,75.12,-0.352100015,9.527560797,0.082972001
1,75.13,-0.352100015,9.529590819,0.082973001
1,75.14,-0.352100015,9.531620841,0.082974001
1,75.15,-0.352100015,9.533650863,0.082975
1,75.16,-0.352100015,9.535680885,0.082976
1,75.17,-0.352100015,9.537710907,0.082977
1,75.18,-0.352100015,9.539740929,0.082978
1,75.19,-0.352100015,9.541770951,0.082979
1,75.2,-0.352100015,9.543800967,0.08298
1,75.21,-0.352100015,9.545810809,0.082981
1,75.22,-0.352100015,9.54782065,0.082981999
1,75.23,-0.352100015,9.549830491,0.082982999
1,75.24,-0.352100015,9.551840333,0.082983999
1,75.25,-0.352100015,9.553850174,0.082984999
1,75.26,-0.352100015,9.555860015,0.082985999
1,75.27,-0.352100015,9.557869857,0.082986998
1,75.28,-0.352100015,9.559879698,0.082987998
1,75.29,-0.352100015,9.561889539,0.082988998
1,75.3,-0.352100015,9.563899381,0.082989998
1,75.31,-0.352100015,9.565919386,0.082990998
1,75.32,-0.352100015,9.567939394,0.082991998
1,75.33,-0.352100015,9.569959403,0.082992998
1,75.34,-0.352100015,9.571979411,0.082993997
1,75.35,-0.352100015,9.573999419,0.082994997
1,75.36,-0.352100015,9.576019428,0.082995997
1,75.37,-0.352100015,9.578039436,0.082996997
1,75.38,-0.352100015,9.580059445,0.082997997
1,75.39,-0.352100015,9.582079453,0.082998997
1,75.4,-0.352100015,9.584099461,0.082999997
1,75.41,-0.352100015,9.586099541,0.083000997
1,75.42,-0.352100015,9.588099617,0.083001998
1,75.43,-0.352100015,9.590099693,0.083002999
1,75.44,-0.352100015,9.59209977,0.083003999
1,75.45,-0.352100015,9.594099846,0.083005
1,75.46,-0.352100015,9.596099922,0.083006001
1,75.47,-0.352100015,9.598099999,0.083007001
1,75.48,-0.352100015,9.600100075,0.083008002
1,75.49,-0.352100015,9.602100151,0.083009002
1,75.5,-0.352100015,9.604100227,0.083010003
1,75.51,-0.352100015,9.606100208,0.083011003
1,75.52,-0.352100015,9.608100189,0.083012003
1,75.53,-0.352100015,9.61010017,0.083013003
1,75.54,-0.352100015,9.612100151,0.083014003
1,75.55,-0.352100015,9.614100132,0.083015002
1,75.56,-0.352100015,9.616100113,0.083016002
1,75.57,-0.352100015,9.618100094,0.083017002
1,75.58,-0.352100015,9.620100075,0.083018002
1,75.59,-0.352100015,9.622100056,0.083019002
1,75.6,-0.352100015,9.624100035,0.083020002
1,75.61,-0.352100015,9.626090098,0.083021002
1,75.62,-0.352100015,9.62808016,0.083022002
1,75.63,-0.352100015,9.630070223,0.083023002
1,75.64,-0.352100015,9.632060285,0.083024001
1,75.65,-0.352100015,9.634050348,0.083025001
1,75.66,-0.352100015,9.636040411,0.083026001
1,75.67,-0.352100015,9.638030473,0.083027001
1,75.68,-0.352100015,9.640020536,0.083028001
1,75.69,-0.352100015,9.642010598,0.083029001
1,75.7,-0.352100015,9.644000661,0.083030001
1,75.71,-0.352100015,9.645990571,0.083032001
1,75.72,-0.352100015,9.647980482,0.083034
1,75.73,-0.352100015,9.649970393,0.083036
1,75.74,-0.352100015,9.651960304,0.083037999
1,75.75,-0.352100015,9.653950214,0.083039999
1,75.76,-0.352100015,9.655940125,0.083041999
1,75.77,-0.352100015,9.657930036,0.083043998
1,75.78,-0.352100015,9.659919947,0.083045998
1,75.79,-0.352100015,9.661909857,0.083047998
1,75.8,-0.352100015,9.663899768,0.083049997
1,75.81,-0.352100015,9.665869809,0.083050997
1,75.82,-0.352100015,9.667839844,0.083051997
1,75.83,-0.352100015,9.669809879,0.083052997
1,75.84,-0.352100015,9.671779915,0.083053997
1,75.85,-0.352100015,9.67374995,0.083054997
1,75.86,-0.352100015,9.675719985,0.083055997
1,75.87,-0.352100015,9.67769002,0.083056997
1,75.88,-0.352100015,9.679660055,0.083057996
1,75.89,-0.352100015,9.68163009,0.083058996
1,75.9,-0.352100015,9.683600125,0.083059996
1,75.91,-0.352100015,9.68557016,0.083060997
1,75.92,-0.352100015,9.687540195,0.083061998
1,75.93,-0.352100015,9.68951023,0.083062998
1,75.94,-0.352100015,9.691480266,0.083063999
1,75.95,-0.352100015,9.693450301,0.083064999
1,75.96,-0.352100015,9.695420336,0.083066
1,75.97,-0.352100015,9.697390371,0.083067001
1,75.98,-0.352100015,9.699360406,0.083068001
1,75.99,-0.352100015,9.701330441,0.083069002
1,76,-0.352100015,9.703300476,0.083070003
1,76.01,-0.352100015,9.705270416,0.083070003
1,76.02,-0.352100015,9.707240356,0.083070003
1,76.03,-0.352100015,9.709210295,0.083070003
1,76.04,-0.352100015,9.711180235,0.083070003
1,76.05,-0.352100015,9.713150175,0.083070003
1,76.06,-0.352100015,9.715120114,0.083070003
1,76.07,-0.352100015,9.717090054,0.083070003
1,76.08,-0.352100015,9.719059994,0.083070003
1,76.09,-0.352100015,9.721029934,0.083070003
1,76.1,-0.352100015,9.72299987,0.083070003
1,76.11,-0.352100015,9.724949973,0.083071003
1,76.12,-0.352100015,9.726900076,0.083072002
1,76.13,-0.352100015,9.728850179,0.083073002
1,76.14,-0.352100015,9.730800282,0.083074002
1,76.15,-0.352100015,9.732750385,0.083075002
1,76.16,-0.352100015,9.734700488,0.083076002
1,76.17,-0.352100015,9.736650591,0.083077002
1,76.18,-0.352100015,9.738600694,0.083078002
1,76.19,-0.352100015,9.740550797,0.083079002
1,76.2,-0.352100015,9.7425009,0.083080002
1,76.21,-0.352100015,9.744450759,0.083081001
1,76.22,-0.352100015,9.746400618,0.083082001
1,76.23,-0.352100015,9.748350477,0.083083001
1,76.24,-0.352100015,9.750300336,0.083084001
1,76.25,-0.352100015,9.752250195,0.083085001
1,76.26,-0.352100015,9.754200053,0.083086
1,76.27,-0.352100015,9.756149912,0.083087
1,76.28,-0.352100015,9.758099771,0.083088
1,76.29,-0.352100015,9.76004963,0.083089
1,76.3,-0.352100015,9.761999489,0.08309
1,76.31,-0.352100015,9.763939486,0.083090999
1,76.32,-0.352100015,9.76587948,0.083091999
1,76.33,-0.352100015,9.767819474,0.083092999
1,76.34,-0.352100015,9.769759468,0.083093999
1,76.35,-0.352100015,9.771699461,0.083094999
1,76.36,-0.352100015,9.773639455,0.083095999
1,76.37,-0.352100015,9.775579449,0.083096999
1,76.38,-0.352100015,9.777519443,0.083097999
1,76.39,-0.352100015,9.779459437,0.083098999
1,76.4,-0.352100015,9.781399431,0.083099998
1,76.41,-0.352100015,9.783329508,0.083100998
1,76.42,-0.352100015,9.785259583,0.083101998
1,76.43,-0.352100015,9.787189659,0.083102998
1,76.44,-0.352100015,9.789119735,0.083103998
1,76.45,-0.352100015,9.79104981,0.083104998
1,76.46,-0.352100015,9.792979886,0.083105998
1,76.47,-0.352100015,9.794909961,0.083106998
1,76.48,-0.352100015,9.796840037,0.083107997
1,76.49,-0.352100015,9.798770112,0.083108997
1,76.5,-0.352100015,9.800700188,0.083109997
1,76.51,-0.352100015,9.802630168,0.083110998
1,76.52,-0.352100015,9.804560148,0.083111999
1,76.53,-0.352100015,9.806490128,0.083112999
1,76.54,-0.352100015,9.808420108,0.083114
1,76.55,-0.352100015,9.810350089,0.083115
1,76.56,-0.352100015,9.812280069,0.083116001
1,76.57,-0.352100015,9.814210049,0.083117002
1,76.58,-0.352100015,9.816140029,0.083118002
1,76.59,-0.352100015,9.818070009,0.083119003
1,76.6,-0.352100015,9.819999988,0.083120003
1,76.61,-0.352100015,9.82192005,0.083120003
1,76.62,-0.352100015,9.823840111,0.083120003
1,76.63,-0.352100015,9.825760173,0.083120003
1,76.64,-0.352100015,9.827680235,0.083120003
1,76.65,-0.352100015,9.829600297,0.083120003
1,76.66,-0.352100015,9.831520359,0.083120003
1,76.67,-0.352100015,9.83344042,0.083120003
1,76.68,-0.352100015,9.835360482,0.083120003
1,76.69,-0.352100015,9.837280544,0.083120003
1,76.7,-0.352100015,9.839200603,0.083120004
1,76.71,-0.352100015,9.841110505,0.083121004
1,76.72,-0.352100015,9.843020407,0.083122003
1,76.73,-0.352100015,9.84493031,0.083123003
1,76.74,-0.352100015,9.846840212,0.083124003
1,76.75,-0.352100015,9.848750114,0.083125003
1,76.76,-0.352100015,9.850660017,0.083126003
1,76.77,-0.352100015,9.852569919,0.083127002
1,76.78,-0.352100015,9.854479822,0.083128002
1,76.79,-0.352100015,9.856389724,0.083129002
1,76.8,-0.352100015,9.858299626,0.083130002
1,76.81,-0.352100015,9.860199664,0.083131002
1,76.82,-0.352100015,9.862099698,0.083132002
1,76.83,-0.352100015,9.863999732,0.083133001
1,76.84,-0.352100015,9.865899767,0.083134001
1,76.85,-0.352100015,9.867799801,0.083135001
1,76.86,-0.352100015,9.869699835,0.083136001
1,76.87,-0.352100015,9.87159987,0.083137001
1,76.88,-0.352100015,9.873499904,0.083138001
1,76.89,-0.352100015,9.875399938,0.083139001
1,76.9,-0.352100015,9.877299973,0.083140001
1,76.91,-0.352100015,9.879200007,0.083140001
1,76.92,-0.352100015,9.881100041,0.083140001
1,76.93,-0.352100015,9.883000076,0.083140001
1,76.94,-0.352100015,9.88490011,0.083140001
1,76.95,-0.352100015,9.886800144,0.083140001
1,76.96,-0.352100015,9.888700179,0.083140001
1,76.97,-0.352100015,9.890600213,0.083140001
1,76.98,-0.352100015,9.892500247,0.083140001
1,76.99,-0.352100015,9.894400282,0.083140001
1,77,-0.352100015,9.896300316,0.083140001
1,77.01,-0.352100015,9.898190337,0.083141001
1,77.02,-0.352100015,9.900080357,0.083142001
1,77.03,-0.352100015,9.901970378,0.083143
1,77.04,-0.352100015,9.903860398,0.083144
1,77.05,-0.352100015,9.905750419,0.083145
1,77.06,-0.352100015,9.90764044,0.083146
1,77.07,-0.352100015,9.90953046,0.083147
1,77.08,-0.352100015,9.911420481,0.083148
1,77.09,-0.352100015,9.913310501,0.083149
1,77.1,-0.352100015,9.915200522,0.083149999
1,77.11,-0.352100015,9.917090543,0.083149999
1,77.12,-0.352100015,9.918980563,0.083149999
1,77.13,-0.352100015,9.920870584,0.083149999
1,77.14,-0.352100015,9.922760604,0.083149999
1,77.15,-0.352100015,9.924650625,0.083149999
1,77.16,-0.352100015,9.926540646,0.083149999
1,77.17,-0.352100015,9.928430666,0.083149999
1,77.18,-0.352100015,9.930320687,0.083149999
1,77.19,-0.352100015,9.932210707,0.083149999
1,77.2,-0.352100015,9.934100722,0.08315
1,77.21,-0.352100015,9.935970572,0.083151
1,77.22,-0.352100015,9.937840423,0.083151999
1,77.23,-0.352100015,9.939710273,0.083152999
1,77.24,-0.352100015,9.941580124,0.083153999
1,77.25,-0.352100015,9.943449974,0.083154999
1,77.26,-0.352100015,9.945319825,0.083155999
1,77.27,-0.352100015,9.947189675,0.083156998
1,77.28,-0.352100015,9.949059526,0.083157998
1,77.29,-0.352100015,9.950929376,0.083158998
1,77.3,-0.352100015,9.952799226,0.083159998
1,77.31,-0.352100015,9.95467923,0.083159998
1,77.32,-0.352100015,9.956559237,0.083159998
1,77.33,-0.352100015,9.958439244,0.083159998
1,77.34,-0.352100015,9.960319251,0.083159998
1,77.35,-0.352100015,9.962199258,0.083159998
1,77.36,-0.352100015,9.964079265,0.083159998
1,77.37,-0.352100015,9.965959271,0.083159998
1,77.38,-0.352100015,9.967839278,0.083159998
1,77.39,-0.352100015,9.969719285,0.083159998
1,77.4,-0.352100015,9.971599292,0.083159998
1,77.41,-0.352100015,9.97345937,0.083160998
1,77.42,-0.352100015,9.975319445,0.083161998
1,77.43,-0.352100015,9.977179519,0.083162998
1,77.44,-0.352100015,9.979039594,0.083163997
1,77.45,-0.352100015,9.980899669,0.083164997
1,77.46,-0.352100015,9.982759744,0.083165997
1,77.47,-0.352100015,9.984619818,0.083166997
1,77.48,-0.352100015,9.986479893,0.083167997
1,77.49,-0.352100015,9.988339968,0.083168997
1,77.5,-0.352100015,9.990200043,0.083169997
1,77.51,-0.352100015,9.992060022,0.083169997
1,77.52,-0.352100015,9.993920002,0.083169997
1,77.53,-0.352100015,9.995779981,0.083169997
1,77.54,-0.352100015,9.99763996,0.083169997
1,77.55,-0.352100015,9.99949994,0.083169997
1,77.56,-0.352100015,10.00135992,0.083169997
1,77.57,-0.352100015,10.0032199,0.083169997
1,77.58,-0.352100015,10.00507988,0.083169997
1,77.59,-0.352100015,10.00693986,0.083169997
1,77.6,-0.352100015,10.00879984,0.083169997
1,77.61,-0.352100015,10.01065991,0.083169997
1,77.62,-0.352100015,10.01251999,0.083169997
1,77.63,-0.352100015,10.01438006,0.083169997
1,77.64,-0.352100015,10.01624014,0.083169997
1,77.65,-0.352100015,10.01810021,0.083169997
1,77.66,-0.352100015,10.01996029,0.083169997
1,77.67,-0.352100015,10.02182036,0.083169997
1,77.68,-0.352100015,10.02368044,0.083169997
1,77.69,-0.352100015,10.02554051,0.083169997
1,77.7,-0.352100015,10.02740058,0.083169997
1,77.71,-0.352100015,10.0292505,0.083170998
1,77.72,-0.352100015,10.03110042,0.083171998
1,77.73,-0.352100015,10.03295034,0.083172999
1,77.74,-0.352100015,10.03480026,0.083173999
1,77.75,-0.352100015,10.03665018,0.083175
1,77.76,-0.352100015,10.0385001,0.083176
1,77.77,-0.352100015,10.04035002,0.083177001
1,77.78,-0.352100015,10.04219994,0.083178002
1,77.79,-0.352100015,10.04404986,0.083179002
1,77.8,-0.352100015,10.04589978,0.083180003
1,77.81,-0.352100015,10.04773974,0.083180003
1,77.82,-0.352100015,10.04957969,0.083180003
1,77.83,-0.352100015,10.05141964,0.083180003
1,77.84,-0.352100015,10.05325959,0.083180003
1,77.85,-0.352100015,10.05509954,0.083180003
1,77.86,-0.352100015,10.0569395,0.083180003
1,77.87,-0.352100015,10.05877945,0.083180003
1,77.88,-0.352100015,10.0606194,0.083180003
1,77.89,-0.352100015,10.06245935,0.083180003
1,77.9,-0.352100015,10.0642993,0.083180003
1,77.91,-0.352100015,10.06613935,0.083180003
1,77.92,-0.352100015,10.0679794,0.083180003
1,77.93,-0.352100015,10.06981945,0.083180003
1,77.94,-0.352100015,10.07165949,0.083180003
1,77.95,-0.352100015,10.07349954,0.083180003
1,77.96,-0.352100015,10.07533959,0.083180003
1,77.97,-0.352100015,10.07717963,0.083180003
1,77.98,-0.352100015,10.07901968,0.083180003
1,77.99,-0.352100015,10.08085973,0.083180003
1,78,-0.352100015,10.08269978,0.083180003
1,78.01,-0.352100015,10.08453982,0.083180003
1,78.02,-0.352100015,10.08637987,0.083180003
1,78.03,-0.352100015,10.08821992,0.083180003
1,78.04,-0.352100015,10.09005997,0.083180003
1,78.05,-0.352100015,10.09190001,0.083180003
1,78.06,-0.352100015,10.09374006,0.083180003
1,78.07,-0.352100015,10.09558011,0.083180003
1,78.08,-0.352100015,10.09742015,0.083180003
1,78.09,-0.352100015,10.0992602,0.083180003
1,78.1,-0.352100015,10.10110025,0.083180003
1,78.11,-0.352100015,10.10293028,0.083180003
1,78.12,-0.352100015,10.10476031,0.083180003
1,78.13,-0.352100015,10.10659035,0.083180003
1,78.14,-0.352100015,10.10842038,0.083180003
1,78.15,-0.352100015,10.11025042,0.083180003
1,78.16,-0.352100015,10.11208045,0.083180003
1,78.17,-0.352100015,10.11391048,0.083180003
1,78.18,-0.352100015,10.11574052,0.083180003
1,78.19,-0.352100015,10.11757055,0.083180003
1,78.2,-0.352100015,10.11940058,0.083180003
1,78.21,-0.352100015,10.12123048,0.083180003
1,78.22,-0.352100015,10.12306037,0.083180003
1,78.23,-0.352100015,10.12489027,0.083180003
1,78.24,-0.352100015,10.12672016,0.083180003
1,78.25,-0.352100015,10.12855005,0.083180003
1,78.26,-0.352100015,10.13037995,0.083180003
1,78.27,-0.352100015,10.13220984,0.083180003
1,78.28,-0.352100015,10.13403974,0.083180003
1,78.29,-0.352100015,10.13586963,0.083180003
1,78.3,-0.352100015,10.13769952,0.083180003
1,78.31,-0.352100015,10.13951955,0.083180003
1,78.32,-0.352100015,10.14133957,0.083180003
1,78.33,-0.352100015,10.14315959,0.083180003
1,78.34,-0.352100015,10.14497961,0.083180003
1,78.35,-0.352100015,10.14679963,0.083180003
1,78.36,-0.352100015,10.14861964,0.083180003
1,78.37,-0.352100015,10.15043966,0.083180003
1,78.38,-0.352100015,10.15225968,0.083180003
1,78.39,-0.352100015,10.1540797,0.083180003
1,78.4,-0.352100015,10.15589972,0.083180003
1,78.41,-0.352100015,10.15771974,0.083180003
1,78.42,-0.352100015,10.15953976,0.083180003
1,78.43,-0.352100015,10.16135978,0.083180003
1,78.44,-0.352100015,10.1631798,0.083180003
1,78.45,-0.352100015,10.16499982,0.083180003
1,78.46,-0.352100015,10.16681984,0.083180003
1,78.47,-0.352100015,10.16863986,0.083180003
1,78.48,-0.352100015,10.17045988,0.083180003
1,78.49,-0.352100015,10.1722799,0.083180003
1,78.5,-0.352100015,10.17409992,0.083180003
1,78.51,-0.352100015,10.17591994,0.083179002
1,78.52,-0.352100015,10.17773996,0.083178002
1,78.53,-0.352100015,10.17955998,0.083177001
1,78.54,-0.352100015,10.18138,0.083176
1,78.55,-0.352100015,10.18320002,0.083175
1,78.56,-0.352100015,10.18502004,0.083173999
1,78.57,-0.352100015,10.18684006,0.083172999
1,78.58,-0.352100015,10.18866008,0.083171998
1,78.59,-0.352100015,10.1904801,0.083170997
1,78.6,-0.352100015,10.19230012,0.083169997
1,78.61,-0.352100015,10.19412014,0.083169997
1,78.62,-0.352100015,10.19594016,0.083169997
1,78.63,-0.352100015,10.19776018,0.083169997
1,78.64,-0.352100015,10.1995802,0.083169997
1,78.65,-0.352100015,10.20140022,0.083169997
1,78.66,-0.352100015,10.20322024,0.083169997
1,78.67,-0.352100015,10.20504026,0.083169997
1,78.68,-0.352100015,10.20686028,0.083169997
1,78.69,-0.352100015,10.2086803,0.083169997
1,78.7,-0.352100015,10.21050032,0.083169997
1,78.71,-0.352100015,10.21231018,0.083169997
1,78.72,-0.352100015,10.21412005,0.083169997
1,78.73,-0.352100015,10.21592992,0.083169997
1,78.74,-0.352100015,10.21773979,0.083169997
1,78.75,-0.352100015,10.21954966,0.083169997
1,78.76,-0.352100015,10.22135952,0.083169997
1,78.77,-0.352100015,10.22316939,0.083169997
1,78.78,-0.352100015,10.22497926,0.083169997
1,78.79,-0.352100015,10.22678913,0.083169997
1,78.8,-0.352100015,10.228599,0.083169997
1,78.81,-0.352100015,10.23041911,0.083168997
1,78.82,-0.352100015,10.23223922,0.083167997
1,78.83,-0.352100015,10.23405934,0.083166997
1,78.84,-0.352100015,10.23587945,0.083165998
1,78.85,-0.352100015,10.23769957,0.083164998
1,78.86,-0.352100015,10.23951968,0.083163998
1,78.87,-0.352100015,10.2413398,0.083162998
1,78.88,-0.352100015,10.24315992,0.083161998
1,78.89,-0.352100015,10.24498003,0.083160998
1,78.9,-0.352100015,10.24680015,0.083159998
1,78.91,-0.352100015,10.24861015,0.083159998
1,78.92,-0.352100015,10.25042016,0.083159998
1,78.93,-0.352100015,10.25223017,0.083159998
1,78.94,-0.352100015,10.25404017,0.083159998
1,78.95,-0.352100015,10.25585018,0.083159998
1,78.96,-0.352100015,10.25766018,0.083159998
1,78.97,-0.352100015,10.25947019,0.083159998
1,78.98,-0.352100015,10.2612802,0.083159998
1,78.99,-0.352100015,10.2630902,0.083159998
1,79,-0.352100015,10.26490021,0.083159998
1,79.01,-0.352100015,10.26672023,0.083158998
1,79.02,-0.352100015,10.26854025,0.083157998
1,79.03,-0.352100015,10.27036027,0.083156998
1,79.04,-0.352100015,10.27218029,0.083155999
1,79.05,-0.352100015,10.27400031,0.083154999
1,79.06,-0.352100015,10.27582033,0.083153999
1,79.07,-0.352100015,10.27764035,0.083152999
1,79.08,-0.352100015,10.27946037,0.083151999
1,79.09,-0.352100015,10.28128039,0.083150999
1,79.1,-0.352100015,10.2831004,0.083149999
1,79.11,-0.352100015,10.28491041,0.083149999
1,79.12,-0.352100015,10.28672042,0.083149999
1,79.13,-0.352100015,10.28853042,0.083149999
1,79.14,-0.352100015,10.29034043,0.083149999
1,79.15,-0.352100015,10.29215044,0.083149999
1,79.16,-0.352100015,10.29396044,0.083149999
1,79.17,-0.352100015,10.29577045,0.083149999
1,79.18,-0.352100015,10.29758045,0.083149999
1,79.19,-0.352100015,10.29939046,0.083149999
1,79.2,-0.352100015,10.30120047,0.083149999
1,79.21,-0.352100015,10.30302035,0.083148999
1,79.22,-0.352100015,10.30484023,0.083148
1,79.23,-0.352100015,10.30666011,0.083147
1,79.24,-0.352100015,10.30847999,0.083146
1,79.25,-0.352100015,10.31029987,0.083145
1,79.26,-0.352100015,10.31211975,0.083144
1,79.27,-0.352100015,10.31393964,0.083143
1,79.28,-0.352100015,10.31575952,0.083142001
1,79.29,-0.352100015,10.3175794,0.083141001
1,79.3,-0.352100015,10.31939928,0.083140001
1,79.31,-0.352100015,10.3212193,0.083139001
1,79.32,-0.352100015,10.32303932,0.083138001
1,79.33,-0.352100015,10.32485934,0.083137001
1,79.34,-0.352100015,10.32667936,0.083136002
1,79.35,-0.352100015,10.32849938,0.083135002
1,79.36,-0.352100015,10.3303194,0.083134002
1,79.37,-0.352100015,10.33213942,0.083133002
1,79.38,-0.352100015,10.33395944,0.083132002
1,79.39,-0.352100015,10.33577946,0.083131002
1,79.4,-0.352100015,10.33759948,0.083130002
1,79.41,-0.352100015,10.3394195,0.083130002
1,79.42,-0.352100015,10.34123952,0.083130002
1,79.43,-0.352100015,10.34305954,0.083130002
1,79.44,-0.352100015,10.34487956,0.083130002
1,79.45,-0.352100015,10.34669958,0.083130002
1,79.46,-0.352100015,10.3485196,0.083130002
1,79.47,-0.352100015,10.35033962,0.083130002
1,79.48,-0.352100015,10.35215964,0.083130002
1,79.49,-0.352100015,10.35397966,0.083130002
1,79.5,-0.352100015,10.35579968,0.083130002
1,79.51,-0.352100015,10.35762971,0.083129002
1,79.52,-0.352100015,10.35945974,0.083128002
1,79.53,-0.352100015,10.36128978,0.083127002
1,79.54,-0.352100015,10.36311981,0.083126003
1,79.55,-0.352100015,10.36494984,0.083125003
1,79.56,-0.352100015,10.36677988,0.083124003
1,79.57,-0.352100015,10.36860991,0.083123003
1,79.58,-0.352100015,10.37043994,0.083122003
1,79.59,-0.352100015,10.37226998,0.083121003
1,79.6,-0.352100015,10.37410001,0.083120003
1,79.61,-0.352100015,10.37592003,0.083119003
1,79.62,-0.352100015,10.37774005,0.083118002
1,79.63,-0.352100015,10.37956007,0.083117001
1,79.64,-0.352100015,10.38138009,0.083116001
1,79.65,-0.352100015,10.38320011,0.083115
1,79.66,-0.352100015,10.38502013,0.083113999
1,79.67,-0.352100015,10.38684015,0.083112999
1,79.68,-0.352100015,10.38866017,0.083111998
1,79.69,-0.352100015,10.39048019,0.083110998
1,79.7,-0.352100015,10.39230021,0.083109997
1,79.71,-0.352100015,10.39414012,0.083108997
1,79.72,-0.352100015,10.39598003,0.083107997
1,79.73,-0.352100015,10.39781993,0.083106998
1,79.74,-0.352100015,10.39965984,0.083105998
1,79.75,-0.352100015,10.40149975,0.083104998
1,79.76,-0.352100015,10.40333966,0.083103998
1,79.77,-0.352100015,10.40517956,0.083102998
1,79.78,-0.352100015,10.40701947,0.083101999
1,79.79,-0.352100015,10.40885938,0.083100999
1,79.8,-0.352100015,10.41069928,0.083099999
1,79.81,-0.352100015,10.41253933,0.083098999
1,79.82,-0.352100015,10.41437938,0.083097999
1,79.83,-0.352100015,10.41621943,0.083096999
1,79.84,-0.352100015,10.41805947,0.083095999
1,79.85,-0.352100015,10.41989952,0.083094999
1,79.86,-0.352100015,10.42173957,0.083094
1,79.87,-0.352100015,10.42357961,0.083093
1,79.88,-0.352100015,10.42541966,0.083092
1,79.89,-0.352100015,10.42725971,0.083091
1,79.9,-0.352100015,10.42909976,0.08309
1,79.91,-0.352100015,10.4309398,0.083089
1,79.92,-0.352100015,10.43277985,0.083088
1,79.93,-0.352100015,10.4346199,0.083087
1,79.94,-0.352100015,10.43645995,0.083086001
1,79.95,-0.352100015,10.43829999,0.083085001
1,79.96,-0.352100015,10.44014004,0.083084001
1,79.97,-0.352100015,10.44198009,0.083083001
1,79.98,-0.352100015,10.44382013,0.083082001
1,79.99,-0.352100015,10.44566018,0.083081001
1,80,-0.352100015,10.44750023,0.083080001
1,80.01,-0.352100015,10.4493502,0.083079001
1,80.02,-0.352100015,10.45120016,0.083078001
1,80.03,-0.352100015,10.45305013,0.083077002
1,80.04,-0.352100015,10.45490009,0.083076002
1,80.05,-0.352100015,10.45675006,0.083075002
1,80.06,-0.352100015,10.45860002,0.083074002
1,80.07,-0.352100015,10.46044999,0.083073002
1,80.08,-0.352100015,10.46229995,0.083072002
1,80.09,-0.352100015,10.46414992,0.083071002
1,80.1,-0.352100015,10.46599989,0.083070002
1,80.11,-0.352100015,10.46784995,0.083068002
1,80.12,-0.352100015,10.46970001,0.083066001
1,80.13,-0.352100015,10.47155007,0.083064001
1,80.14,-0.352100015,10.47340013,0.083062
1,80.15,-0.352100015,10.47525019,0.08306
1,80.16,-0.352100015,10.47710025,0.083057999
1,80.17,-0.352100015,10.47895031,0.083055999
1,80.18,-0.352100015,10.48080037,0.083053998
1,80.19,-0.352100015,10.48265044,0.083051998
1,80.2,-0.352100015,10.4845005,0.083049997
1,80.21,-0.352100015,10.48636043,0.083048998
1,80.22,-0.352100015,10.48822037,0.083047998
1,80.23,-0.352100015,10.4900803,0.083046998
1,80.24,-0.352100015,10.49194023,0.083045998
1,80.25,-0.352100015,10.49380016,0.083044998
1,80.26,-0.352100015,10.4956601,0.083043999
1,80.27,-0.352100015,10.49752003,0.083042999
1,80.28,-0.352100015,10.49937996,0.083041999
1,80.29,-0.352100015,10.5012399,0.083040999
1,80.3,-0.352100015,10.50309983,0.083039999
1,80.31,-0.352100015,10.50495981,0.083038999
1,80.32,-0.352100015,10.50681979,0.083038
1,80.33,-0.352100015,10.50867977,0.083037
1,80.34,-0.352100015,10.51053975,0.083036
1,80.35,-0.352100015,10.51239973,0.083035
1,80.36,-0.352100015,10.5142597,0.083034
1,80.37,-0.352100015,10.51611968,0.083033
1,80.38,-0.352100015,10.51797966,0.083032
1,80.39,-0.352100015,10.51983964,0.083031
1,80.4,-0.352100015,10.52169962,0.083030001
1,80.41,-0.352100015,10.52357963,0.083028001
1,80.42,-0.352100015,10.52545963,0.083026001
1,80.43,-0.352100015,10.52733964,0.083024001
1,80.44,-0.352100015,10.52921965,0.083022002
1,80.45,-0.352100015,10.53109965,0.083020002
1,80.46,-0.352100015,10.53297966,0.083018002
1,80.47,-0.352100015,10.53485967,0.083016002
1,80.48,-0.352100015,10.53673967,0.083014003
1,80.49,-0.352100015,10.53861968,0.083012003
1,80.5,-0.352100015,10.54049969,0.083010003
1,80.51,-0.352100015,10.54236978,0.083009002
1,80.52,-0.352100015,10.54423986,0.083008002
1,80.53,-0.352100015,10.54610995,0.083007001
1,80.54,-0.352100015,10.54798004,0.083006001
1,80.55,-0.352100015,10.54985013,0.083005
1,80.56,-0.352100015,10.55172022,0.083003999
1,80.57,-0.352100015,10.55359031,0.083002999
1,80.58,-0.352100015,10.5554604,0.083001998
1,80.59,-0.352100015,10.55733048,0.083000997
1,80.6,-0.352100015,10.55920058,0.082999997
1,80.61,-0.352100015,10.5610906,0.082997997
1,80.62,-0.352100015,10.56298062,0.082995997
1,80.63,-0.352100015,10.56487064,0.082993997
1,80.64,-0.352100015,10.56676066,0.082991998
1,80.65,-0.352100015,10.56865068,0.082989998
1,80.66,-0.352100015,10.5705407,0.082987998
1,80.67,-0.352100015,10.57243072,0.082985998
